gene,LTR,RC/Helitron,DNA/TcMar-Stowaway,DNA,LTR/ERVK,DNA/hAT,SINE,DNA/TcMar-Pogo,DNA/hAT-Tip100,LTR/Gypsy,DNA/hAT-Tag1,DNA/hAT-Ac,DNA/Harbinger,LTR/Copia,LINE/L1,DNA/En-Spm,DNA/MuDR,RC/Helitron,LTR/Copia,DNA/MuDR
Model_10_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_10_386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
